"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
132,132,"MAC","Macao","MACAO","","Aomen","","Macau","","Macao ","Macao ","<U+041C><U+0430><U+043A><U+0430><U+043E>","<U+0645><U+0627><U+0643><U+0627><U+0648>","<U+6FB3><U+95E8> ","","","China","MO",NA,"MC",446,"18871201","Present",NA
