"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
102,102,"HKG","Hong Kong","HONG KONG","","Xianggang","","Hongkong","","Hong-Kong ","Hong Kong ","<U+0413><U+043E><U+043D><U+043A><U+043E><U+043D><U+0433>","<U+0647><U+0648><U+0646><U+063A> <U+0643><U+0648><U+0646><U+063A>","<U+9999><U+6E2F> ","","","China","HK",NA,"HK",344,"1900","Present",NA
